body
Dukakis
Bush
Democratic
The
Jackson
campaign
But
President
Republican
George
Reagan
percent
presidential
New
And
says
what
said.
because
political
him
candidates
Sen.
"""I"
people
like
voters
Democrats
vote
you
Michael
time
Harvard
candidate
support
national
president
Dole
just
American
former
Vice
first
Jesse
she
think
says.
say
going
against
Gov.
running
vice
Y
S.
did
Kennedy
Bush's
students
Black
In
Massachusetts
Republicans
don't
party
very
years
federal
them
House
education
public
get
policy
N
win
A
Gore
White
back
too
way
primary
This
If
take
next
good
state
United
Dukakis'
won
"Dukakis,"
delegates
he's
election
those
does
between
Iowa
far
"Bush,"
economic
student
how
U.S.
it's
likely
Gephardt
government
during
same
called
where
"""The"
South
own
Simon
Rev.
help
better
As
being
Robertson
victory
convention
little
come
her
Blacks
off
few
Richard
without
Rep.
become
campaign.
Thornburgh
enough
every
With
foreign
major
issues
need
media
never
my
Super
well
rights
budget
told
show
each
year
another
himself
National
Administration
civil
already
man
drug
right
Jackson's
go
conservative
Southern
When
week
really
past
Reagan's
long
among
Robert
polls
then
Bentsen
Although
second
"said,"
Hart
Senate
want
Congress
bill
John
GOP
percent.
group
strong
less
School
great
put
doesn't
give
aid
While
number
Hampshire
members
tax
supporters
For
school
They
three
left
down
Carter
Americans
Washington
officials
see
saying
debate
lot
behind
Paul
governor
effort
"""We"
liberal
York
once
clear
television
around
"percent,"
votes
important
part
race
information
bring
run
His
America
got
four
know
It's
lead
Pat
found
recent
least
Tuesday
Texas
several
your
choice
money
program
Senator
Bush.
came
I'm
yesterday
plan
trade
veto
At
nation's
states
high
We
large
work
record
it.
After
us
Administration's
Kemp
Gary
day
home
top
working
North
white
held
nomination
keep
pick
under
question
end
seems
Bob
That
received
"Jackson,"
trying
though
1984
talk
City
higher
raise
issue
On
probably
Albert
rest
spending
believe
"""It's"
Hispanic
States
report
"""I'm"
whether
administration
won't
often
real
million
popular
took
What
So
isn't
M.
fact
men
able
best
campaigns
Jack
plans
nation
big
can't
asked
hope
leaders
press
Meese
ever
seem
No
used
20
vote.
led
personal
women
until
"year,"
country
voting
why
cannot
something
didn't
"""If"
law
problem
minority
Schlafly
taxes
